AcceptedAnswerId,Answer
"963147","<p>We had the same problem and decided to solve it by setting up a second repository. </p>

<p>This originated when I needed to store our <a href=""http://wiki.opscode.com/display/chef/Home"" rel=""noreferrer"">configuration management</a> files in version control, which contained sensitive information. It made sense to store the sensitive data from our applications in there as well.</p>

<p>We originally used <a href=""http://svnbook.red-bean.com/en/1.0/ch07s03.html"" rel=""noreferrer"">svn externals</a> and <a href=""http://git-scm.com/docs/git-submodule"" rel=""noreferrer"">git submodules</a> to include the sensitive data, but later found it less troublesome to just simlink to another location. </p>

<p>I also find it helpful to add the proper ignores to prevent the same files ever getting checked in to the development repository. Since doing this we have not had anyone accidentally check in anything sensitive. </p>

<p>It helps try an keep the sensitive information contained in a concise set of config files -- I would not spread it out, put it one place and guard that place.</p>
"
"1015767","<ol>
<li>have a test account for your
development and give that to your
freelancers </li>
<li>you can encrypt the    sections of
web.config following the    steps
mentioned <a href=""http://odetocode.com/Blogs/scott/archive/2006/01/08/2707.aspx"" rel=""nofollow noreferrer"">here</a></li>
<li>you can    move the key into the
code and    compile the layer as a
dll and give    that to the
developers</li>
</ol>
"
"1379753","<p>By adding a new file to solution explorer, you will get the little plus sign indicating it is due to be added to source control.  Then, right-click and choose ""undo pending changes"".  This will cancel the add but leave the file in your project.</p>

<p>If that doesn't work I suggest one of the following methods:</p>

<ul>
<li>Use the Attrib task from the <a href=""http://msbuildtasks.tigris.org/"" rel=""noreferrer"">MSBuild
Community Tasks</a> project to remove
the read only flag.</li>
<li>Use the <a href=""http://msdn.microsoft.com/en-us/library/x8zx72cd.aspx"" rel=""noreferrer"">Exec
task</a> in MSBuild to invoke
<a href=""http://msdn.microsoft.com/en-us/library/56f7w6be.aspx"" rel=""noreferrer"">tf.exe</a> and checkout the file.</li>
</ul>
"
"1397180","<p>Have your program read a pair of configuration files for its settings. First, it should read a <code>config.defaults</code> file that would be included in the repository. Then, it should read a <code>config.local</code> file that should be listed in <code>.gitignore</code></p>

<p>With this arrangement, new settings appear in the defaults file and take effect as soon as it's updated. They will only vary on particular systems if they're overridden.</p>

<p>As a variation on this, you could have just a general <code>config</code> file that you ship in version control, and have it do something like <code>include config.local</code> to bring in the machine-specific values. This introduces a more general mechanism (versus policy) in you code, and consequently enables more complicated configurations (if that's desirable for your application). The popular extension from this, seen in many large-scale open-source software, is to <code>include conf.d</code>, which reads configuration from all the files in a directory.</p>

<p>Also <a href=""https://stackoverflow.com/questions/1974886/how-to-version-control-config-files-pragmatically/1976900#1976900"">see my answer</a> to a similar question.</p>
"
"1436337","<p>Environment-specific configuration properties I tend to put in, say, a properties file that isn't in source control and isn't part of the build process. When setting up a new environment, part of that setup is to put create that properties file that includes things like database addresses, credentials and names, names of relevant remote hosts and so on.</p>

<p>In Spring you use the <a href=""http://static.springsource.org/spring/docs/2.0.x/api/org/springframework/beans/factory/config/PropertyPlaceholderConfigurer.html"" rel=""noreferrer""><code>PropertyPlaceholderConfigurer</code></a> to load the properties file. It just needs to be findable by Spring, which usually just means putting it in an appropriate directory under the application server.</p>

<p>Alternatively, you use <a href=""http://wrapper.tanukisoftware.org/doc/english/download.jsp"" rel=""noreferrer"">wrapper</a> to run the application server and the JVM startup options include adding these properties files to the classpath so Spring can find them.</p>
"
"1629770","<p>In <code>settings.py</code>:</p>

<pre><code>try:
    from local_settings import *
except ImportError as e:
    pass
</code></pre>

<p>You can override what needed in <code>local_settings.py</code>; it should stay out of your version control then. But since you mention copying I'm guessing you use none ;)</p>
"
"1635286","<p>Like the others said, you can't both secure an API key and use it in your app. However, you can do simple obfuscation relatively easy and if the payoff to the cracker is low then you may not get burned.</p>

<p>One simple technique is to break your API key into several sub-strings. Make sure you put them in your code in some random order. For instance, if your API key is <em>12345678901234567890</em> you might break it up into 5 sub-strings like this:  </p>

<pre><code>static char *part1 = ""12345"";  
static char *part5 = ""7890"";    
static char *part3 = ""890123"";  
static char *part2 = ""67"";  
static char *part4 = ""456"";
</code></pre>

<p>If you run <code>/usr/bin/strings</code> on the resulting binary then you should not see the API key in order. Instead you'll see the API substrings in the order listed in your C file. With 5 substrings like this, that is 5*4*3*2*1=120 permutations. If you break it into 13 substrings you're looking at over 6 billion permutations.</p>

<p>However, that won't stop someone who knows what they're doing from getting your API key if they want it. Eventually you'll have to combine the strings together and pass it to one of your methods, at which point a cracker could use a debugger to set a breakpoint and inspect memory.</p>
"
"1636003","<p>Passwords and senstitive data are best not included the source file. If you look at the design of open-source software like PHPMyAdmin, a config file is provided to add in those information, and are usually stored in the root folder of the webhost (or anywhere outside www folder). </p>

<p>So the idea is that if your website use some info to link to a service, you should hide them away in a file as well and ask your user to provide the password and to create their own account. </p>
"
"1648600","<p>VS 2010 will provide you with a lot of control to manage web.config files for various configurations... <a href=""http://vishaljoshi.blogspot.com/2009/03/web-deployment-webconfig-transformation_23.html"" rel=""nofollow noreferrer"">Please check out</a>.</p>
"
"1862265","<p>You can </p>

<pre><code>git rm myConfigFile
echo myConfigFile &gt; .gitignore
git add .gitignore
git commit -m ""from now on, no more myConfigFile""
</code></pre>

<p>The other extreme approach (dangerous especially if you have already pushed your repo to a remote one) would be to entirely remove that file from the history of said repo:</p>

<pre><code>git filter-branch --index-filter 'git update-index --remove myConfigFile' HEAD
</code></pre>

<p>(to use with care, and with a backup first)</p>

<p>The question <a href=""https://stackoverflow.com/questions/872565/how-do-i-remove-sensitive-files-from-gits-history"">How do I remove sensitive files from git’s history</a> has more on that sensitive topic.  </p>

<p>The problems with this process are twofold:</p>

<ol>
<li>If your repo has already be cloned, you can never guarantee the confidential information will be really ""gone"" from every other repo.</li>
<li>When others try pull down your latest changes after this, they'll get a message indicating that the the changes can't be applied because it's not a fast-forward.<br>
To fix this, they'll have to either delete their existing repository and re-clone it, or follow the instructions under ""<code>RECOVERING FROM UPSTREAM REBASE</code>"" in the <a href=""http://schacon.github.com/git/git-rebase.html#_recovering_from_upstream_rebase"" rel=""nofollow noreferrer""><code>git-rebase</code> manpage</a>.<br>
In both case, your confidential information will not be ""quietly"" replaced or erased...</li>
</ol>
"
"1942920","<p>My preference is to not check in project specific configuration files to the source control but instead keep the contents of environment variables and other configuration aspects in a common folder (in source control).  The config files are then generated as part of the local build, build automation, or deployment scripts depending on what a given project, solution, environment might need at a given time.  This can be done with simple text files, xml templates, or something more complex like the spark view engine depending on your needs.  You can also do this by convention if templating is more complex than you need (and it normally is).  This way, no matter where you are deploying code too you can define an environment specific configuration.</p>

<p>An example of by convention is to define custom config sections in your primary config files (web config, app config, etc.).  You can then store a connection-strings-development.config, a connection-strings-integration.config, a connection-strings-testing.config, a connection-strings-pre-production.config, and a connection-strings-production.config in your primary source (or common folder).  The build process would then drop the appropriate connections string config file renaming it to simply connection-strings.config.</p>

<p>Generating by template you would also have custom config sections with the same environment specific config files but instead of renaming on deployment you can simply rewrite a section of the base config file directly with the appropriate config file name.</p>

<p>Keeping your config files chunked up by environment though provides you with a great deal of flexibility especially once you start managing many sites that use the same or similar style of configuration.  No matter what though, your configuration should be dictated by some aspect of your automated environment!</p>
"
"1976900","<p>Instead of version-controlling the actual configuration file, you could put a template or defaults file in version control, and a script that would ask for DB information and credential to generate the real config file, which would be excluded from (i.e. ignored by) version control. On checkout, developers could run this script to get a working environment. This script could also be invoked as part of any installation process that your application uses.</p>

<p>Also <a href=""https://stackoverflow.com/questions/1396617/git-committing-machine-specific-configuration-files/1397180#1397180"">see my answer</a> to a similar question.</p>
"
"1984006","<p>Don't know what language you are using, but for example in C/C++ you'd add a include file with the API keys, and then leave it out of source control, instead add a bogus file with <em>explicitly fake</em> API keys. Most languages have one or the other way to include files. </p>
"
"2175942","<p>Sorry, but you're stuck with running <code>git filter-branch</code> if you want to delete the credentials from the main repository. See <a href=""http://help.github.com/removing-sensitive-data/"" rel=""noreferrer"">Removing sensitive data</a>, written by the folks at GitHub.</p>

<p>Due to git's design, there's no way to force existing clones to delete the file from their respective histories.</p>

<p>You could sanitize a single branch and make it the basis for future development:</p>

<pre><code>$ git checkout -b old-master master
$ git filter-branch ... master
</code></pre>

<p>Now you'd need to push the sanitized master to a new repo that contains only the clean master:</p>

<pre><code>$ git push new-central master
</code></pre>

<p>Existing repos can add the new remote and <a href=""http://www.kernel.org/pub/software/scm/git/docs/git-cherry-pick.html"" rel=""noreferrer""><code>git cherry-pick</code></a> changes from their old branches over to the new clean master if necessary.</p>

<p>For the new repository, put some sort of barrier in place to prevent someone pushing sensitive data to it so you don't have the same problem all over again. This barrier might be a human being who controls the new central repository and reviews all patches to decide what goes in.</p>
"
"2225546","<p>I wrote a script for this a little while ago.  You can find it here: <a href=""https://gist.github.com/dound/76ea685c05c4a7895247457eb676fe69"" rel=""nofollow noreferrer"">https://gist.github.com/dound/76ea685c05c4a7895247457eb676fe69</a></p>

<p>(original writeup viewable from archive.org: <a href=""https://web.archive.org/web/20160208235904/http://dound.com:80/2009/04/git-forever-remove-files-or-folders-from-history/"" rel=""nofollow noreferrer"">https://web.archive.org/web/20160208235904/http://dound.com:80/2009/04/git-forever-remove-files-or-folders-from-history/</a>)</p>

<p>The script builds on the <a href=""http://git-scm.com/docs/git-filter-branch"" rel=""nofollow noreferrer"">git-filter-branch</a> tool which comes with git.  If you're curious, you can read more about removing files from a git repo <a href=""http://kerneltrap.org/mailarchive/git/2007/10/7/331471"" rel=""nofollow noreferrer"">here</a>, but using the script from the link above should be easy and all you really need to accomplish removing that private information.</p>
"
"2250144","<blockquote>
  <p>But this causes the s3.yml and gitignore files from the master branch to get copied into the github branch</p>
</blockquote>

<p>You can avoid that with a <strong>custom merge driver</strong> which will make sure to the .gitignore file of the github branch will always retain its content over the one merged from master.</p>

<p>See <a href=""https://stackoverflow.com/questions/928646/how-do-i-tell-git-to-always-select-my-local-version-for-conflicted-merges-on-a-sp/930495#930495"">How do I tell git to always select my local version for conflicted merges on a specific file?</a></p>
"
"2392314","<p>You can't. All JS is public viewable.</p>

<p>Unless you want to base64 encode the key on the server side and modify the init function to decode it first thing. It's easily reversible, but it will obfuscate it a bit.</p>
"
"2541276","<h3>Enforce Security Policies for Private Keys</h3>
<p>Remember: a private key in conjunction with released signed binaries is your company's identity. Policies for handling such keys can't be strict enough.</p>
<p>Enforce that <strong>YOU</strong> are the only persion in your company who will be capable (and responsible) of signing executables.</p>
<p>If this is not an option then let all PKI-involved employees sign an explicit non-disclosure agreement with a high fine - a much higher sense of responsibility should be the result.</p>
<h3>Key Transfers</h3>
<ul>
<li>use portable media (like a dedicated USB stick or CD-ROM) - I'd prefer a read-only media</li>
<li>let the receipt be witnessed by another employee</li>
<li>let the recipient and the witness sign a form about the key-receipt</li>
</ul>
<h3>Storage of the Master Copy</h3>
<p>Store the master copy redundant on at least 3 drives at different geographical locations where you have exclusive access to. Also think about encrypting the copies with strong encryption algorithms like AES-256 (in a 7z file for example).</p>
"
"2968559","<p>I use Google Code as a svn repository and for any of my api keys I put a placeholder in strings.xml and make sure to blank them out if I check anything in.</p>
"
"3208547","<p>I recently went through this with one of my own apps. My solution was to store anything secret in a git-ignored YAML config file, and then to access that file using a simple class in the initializers directory. The config file is stored in the 'shared' folder for the Capistrano deployment and copied to config at each deploy.</p>

<p>Config store: <a href=""http://github.com/tsigo/jugglf/blob/master/config/initializers/juggernaut.rb"" rel=""noreferrer"">http://github.com/tsigo/jugglf/blob/master/config/initializers/juggernaut.rb</a></p>

<p>Example usage: <a href=""https://github.com/tsigo/jugglf/blob/6b91baae72fbe4b1f7efa2759bb472541546f7cf/config/initializers/session_store.rb"" rel=""noreferrer"">https://github.com/tsigo/jugglf/blob/6b91baae72fbe4b1f7efa2759bb472541546f7cf/config/initializers/session_store.rb</a></p>

<p>You may also want to remove from source control all history of the file that used these secret values. Here's a guide for doing this in Git that I used: <a href=""http://help.github.com/removing-sensitive-data/"" rel=""noreferrer"">http://help.github.com/removing-sensitive-data/</a></p>
"
"3214547","<p>Not sure why people think they can get away without some sort of install tool.  Git is about tracking source, not about deploying. You should still have a ""make install""-type tool to go from your git repo to the actual deploy, and this tool might do various things like template expansion, or selection of alternate files.</p>

<p>For example, you might have ""config.staging"" and ""config.production"" checked in to git, and when you deploy to staging, the install tool selects ""config.staging"" to copy to ""config"".  Or you might have a single ""config.template"" file, which will be templated to make ""config"" in the deploy.</p>
"
"3373581","<p>On Heroku you can use config vars to store configuration information.</p>

<p><a href=""http://docs.heroku.com/config-vars"" rel=""nofollow noreferrer"">http://docs.heroku.com/config-vars</a></p>

<p>This will keep it out of your repository.</p>
"
"3451091","<p>Make the API key a configuration item so that it can be specified by the person using the code rather than having it hard-coded within the source.</p>
"
"3502496","<p>Yes. You can rewrite history in git. As long as you control every clone of the repository, that is.</p>

<p>But it will be far more effective to simply <strong>change passwords</strong> and get over it.</p>
"
"3763329","<p>You could use a pair of <code>pre-commit</code> and <code>post-update</code> hooks to encrypt/decrypt as necessary.  See <a href=""http://hgbook.red-bean.com/read/handling-repository-events-with-hooks.html"" rel=""nofollow noreferrer"">http://hgbook.red-bean.com/read/handling-repository-events-with-hooks.html</a> for more details.</p>

<p>However, it's worth pointing out that if you're storing encrypted text in your repo you'll be unable to create meaningful diffs -- essentially everything will be like a binary file but also poorly compressible.</p>
"
"3867766","<p>Indeed, if one could rely on not serving the <code>.svn</code> / <code>.hg</code> directories by default, it would be no problem. As it is, someone (newbee / new develop / experienced on on a bad day) makes a little change that destroys those settings, and as 'nothing goes wrong' does not notice that the protection is gone. Voilà, your source code open to the world, with possibly even stored passwords &amp; secrets. It's not that something will go wrong with the proper settings, it's that with a minor, easily glossed over alteration, they could go wrong, so why not play it safe?</p>

<p>On a tightly controlled release process, I find it easier to <code>export</code> certain branches / tags to certain folders, and a switch to a newer branche / tag that has survived testing is just changing the document root from <code>/path/project/release-123</code> to <code>/path/project/release-124</code> (making it just as easy, maybe even quicker, to switch back to <code>release-123</code> may the need be there). If you have a release process with more a stream of small changes &amp; bugfixes, working with exports can indeed be a pain, but the added security is worth it in my opinion.</p>

<p>On development servers, everything is already filtered on (VPN-)IPs or certificates, so there I employ a checkout with 'the latest &amp; greatest` trunk version with the version control dirs without any problem.</p>

<p><strong>edit:</strong> </p>

<p><em>Both</em> Mercurial and Subversion nowadays keep there data in a single .hg/.svn dir in the top level. As one would normally make a checkout where most of the files are <em>outside</em> the document root (and the document root is likely a subdirectory further down), this is <em>fine</em>. Just make sure your version control directories are <em>not</em> in a reachable folder for the webserver inside the document root, and you can keep checkouts rather then exports there without much problems.</p>
"
"4101723","<p>You could remove the secret keys from the repository using a hammer like <code>git filter-branch</code>. There is a nice explanation on <a href=""http://help.github.com/removing-sensitive-data/"">GitHub's help pages</a>.</p>
"
"4114191","<p>Use this:</p>

<pre><code>git update-index --skip-worktree path/file.cfg
</code></pre>

<p>And to restore:</p>

<pre><code>git update-index --no-skip-worktree path/file.cfg
</code></pre>

<p>Lastly, if you want to list files that are marked with <code>skip-worktree</code>:</p>

<pre><code>git ls-files -v | grep ^S | awk '{print $2}'
</code></pre>

<p>To simplify, you can make an alias for that in your <code>$HOME/.gitconfig</code>:</p>

<pre><code>[alias]
    ls-ignored-changes = !git ls-files -v | grep ^S | awk '{print $2}'
</code></pre>

<p>Then you can type just <code>git ls-ignored-changes</code>. It even works with auto-completion if you have the <a href=""https://github.com/git/git/tree/master/contrib/completion"" rel=""noreferrer""><code>git-completion</code></a> in place (for bash, tcsh, zsh).</p>
"
"4148263","<p>I think the best solution is to add a sample database.yml somewhere in your project and .gitignore the existing one. Someone who checks out the project will need to create the database.yml (either from scratch or the sample).</p>
"
"4200395","<p>The basic method is put the information in a properties file and use the Properties class to load it at run time.  If you're using a J2EE server, database connections are configured in the server and the code references them by an abstract name.  </p>

<p>I think I should add that if you're using a server, how to configure it and how to get the connections to your code will vary by server and J2EE level so post your environment.  Using the Properties class is pretty obvious just by looking at the javadoc and the load() methods.</p>
"
"4315407","<p>The (only?) way to secure the file is to change its permissions to make it readable <em>only</em> to the user that runs the daemon.</p>

<p>Eg. if you are running the daemon as user 'foo' and group 'foo', you should:</p>

<pre><code>chown foo.foo my-conf-file
chmod 600 my-conf-file
</code></pre>

<p>(Or even chmod it to <code>400</code> to prevent accidental modification, but I guess in this case you'll lose the <code>-c</code> option functionality).</p>

<p><strong>NOTE:</strong> Also remember that it is quite dangerous to pass connection strings on the command line since they will be visible from the process listing!</p>

<p>You could also use some GPG stuff to encrypt the file, but I don't see the point there since then you have to protect the key you use to decript the file, and you get the exact same problem as before.</p>
"
